company_id,ticker,peer_group,fiscal_year_t,roe_t_minus_1,roe_t,roe_t_plus_1,average_equity_valid,components_valid,positive_roe_base,positive_roe_change,forward_year_available,roe_change,contribution_margin,contribution_turnover,contribution_multiplier,contribution_sum,shapley_reconciliation_gap,dominant_driver,leverage_contribution_share,turnaround_from_loss,eligible_h1,exclusion_reason,next_year_peer_relative_change,next_year_roe_change,roe_reversal_flag,rank_retention
byon,BYON,hybrid,2022,0.6595545738503548,-0.05069154920256766,-0.6126464986596454,1,1,1,0,1,-0.7102461230529225,-0.5887127978633273,-0.08781723882901243,-0.03371608636058267,-0.7102461230529223,-1.1102230246251565e-16,mixed_or_ambiguous,,0,0,no_roe_improvement,0.015770977212720118,-0.5619549494570777,1,0.5
byon,BYON,hybrid,2023,-0.05069154920256766,-0.6126464986596454,-0.9918101267763249,1,1,0,0,1,-0.5619549494570777,-0.5260211632878135,-0.01223282019845052,-0.023700965970813802,-0.5619549494570778,1.1102230246251565e-16,mixed_or_ambiguous,,0,0,nonpositive_prior_roe,-0.6173534742563684,-0.3791636281166795,1,0.0
carg,CARG,marketplace_platform,2019,0.40587165562254,0.18691431283067902,0.24602778055361246,1,1,1,0,1,-0.218957342791861,-0.1959655808551332,-0.04005481387693573,0.01706305194020779,-0.21895734279186113,1.3877787807814457e-16,mixed_or_ambiguous,1.0,0,0,no_roe_improvement,0.6363489388194504,0.05911346772293344,0,0.7777777777777778
carg,CARG,marketplace_platform,2020,0.18691431283067902,0.24602778055361246,0.24537441025485524,1,1,1,1,1,0.05911346772293344,0.15031776507351505,-0.0838989805886729,-0.007305316761908761,0.05911346772293338,5.551115123125783e-17,operating_driven,0.0,0,1,eligible,-0.4498406251776307,-0.0006533702987572276,1,0.7272727272727273
carg,CARG,marketplace_platform,2021,0.24602778055361246,0.24537441025485524,0.13486275919932877,1,1,1,0,1,-0.0006533702987572276,-0.050068262771496126,0.01854155751975318,0.03087333495298578,-0.0006533702987571686,-5.898059818321144e-17,mixed_or_ambiguous,0.6247779446250515,0,0,no_roe_improvement,0.07538425646457994,-0.11051165105552646,1,0.8
carg,CARG,marketplace_platform,2022,0.24537441025485524,0.13486275919932877,0.05466972409858664,1,1,1,0,1,-0.11051165105552646,-0.15324097590237368,0.058544544617161916,-0.015815219770314717,-0.11051165105552649,2.7755575615628914e-17,mixed_or_ambiguous,0.0,0,0,no_roe_improvement,-0.4948786669933246,-0.08019303510074213,1,0.375
carg,CARG,marketplace_platform,2023,0.13486275919932877,0.05466972409858664,0.03620415677994996,1,1,1,0,1,-0.08019303510074213,0.003466057129681889,-0.07581863097453151,-0.007840461255892507,-0.08019303510074213,0.0,mixed_or_ambiguous,0.0,0,0,no_roe_improvement,0.19003399097663595,-0.01846556731863668,1,0.5
cars,CARS,marketplace_platform,2019,0.02347755675880378,-0.3217669421613004,-1.0456873510029432,1,1,1,0,1,-0.3452444989201042,-0.33242751384237557,-0.001699015933415024,-0.011117969144313575,-0.34524449892010417,-5.551115123125783e-17,mixed_or_ambiguous,,0,0,no_roe_improvement,-0.14668493774512587,-0.7239204088416428,1,0.2222222222222222
cars,CARS,marketplace_platform,2020,-0.3217669421613004,-1.0456873510029432,0.028167212644053197,1,1,0,0,1,-0.7239204088416428,-0.4074708711001047,-0.18588256687089533,-0.13056697087064276,-0.7239204088416428,0.0,mixed_or_ambiguous,,0,0,nonpositive_prior_roe,0.6246673087681229,1.0738545636469965,0,0.5454545454545454
cars,CARS,marketplace_platform,2021,-1.0456873510029432,0.028167212644053197,0.04397980701642277,1,1,0,1,1,1.0738545636469965,1.6767863525345617,-0.3984458042773262,-0.20448598461023948,1.073854563646996,4.440892098500626e-16,operating_driven,0.0,1,0,turnaround_from_loss,0.20170850189247597,0.015812594372369572,0,0.6
cars,CARS,marketplace_platform,2022,0.028167212644053197,0.04397980701642277,0.2702495499339447,1,1,1,1,1,0.015812594372369572,0.014874573369993958,0.00258673669296694,-0.0016487156905913214,0.015812594372369575,-3.469446951953614e-18,operating_driven,0.0,0,1,eligible,-0.18841588897506054,0.22626974291752192,0,0.625
cars,CARS,marketplace_platform,2023,0.04397980701642277,0.2702495499339447,0.09603096075799651,1,1,1,1,1,0.22626974291752192,0.23602821714317604,-0.004093877012047805,-0.005664597213606337,0.2262697429175219,2.7755575615628914e-17,operating_driven,0.0,0,1,eligible,0.03428096911932447,-0.17421858917594818,1,0.625
chwy,CHWY,inventory_led_ecommerce,2019,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
chwy,CHWY,inventory_led_ecommerce,2020,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
chwy,CHWY,inventory_led_ecommerce,2021,,,0.8269638713954259,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,1.0
chwy,CHWY,inventory_led_ecommerce,2022,,0.8269638713954259,0.1181031911720847,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,-1.4856292568841765,-0.7088606802233413,1,1.0
chwy,CHWY,inventory_led_ecommerce,2023,0.8269638713954259,0.1181031911720847,1.0176211453744495,1,1,1,0,1,-0.7088606802233413,-0.1352260130321151,-0.04985491418969137,-0.5237797530015348,-0.7088606802233413,0.0,mixed_or_ambiguous,,0,0,no_roe_improvement,0.13406984418101986,0.8995179542023648,0,1.0
cvna,CVNA,inventory_led_ecommerce,2019,-0.21903724059509144,-0.548926014319809,-0.3440643863179074,1,1,0,0,1,-0.3298887737247176,-0.01074719871446833,-0.028523588639939205,-0.29061798637031006,-0.3298887737247176,0.0,mixed_or_ambiguous,,0,0,nonpositive_prior_roe,0.13254896071744293,0.2048616280019016,0,0.5
cvna,CVNA,inventory_led_ecommerce,2020,-0.548926014319809,-0.3440643863179074,-0.20346646571213264,1,1,0,1,1,0.2048616280019016,-0.02111953603103495,0.07229397785188019,0.15368718618105634,0.20486162800190158,2.7755575615628914e-17,leverage_driven,0.6800884792267757,1,0,turnaround_from_loss,0.14280781197871864,0.14059792060577478,0,0.75
cvna,CVNA,inventory_led_ecommerce,2021,-0.3440643863179074,-0.20346646571213264,,0,1,0,1,0,0.14059792060577478,0.30371555394650335,-0.04502657017655333,-0.11809106316417517,0.14059792060577486,-8.326672684688674e-17,operating_driven,0.0,1,0,turnaround_from_loss,,,,
cvna,CVNA,inventory_led_ecommerce,2022,-0.20346646571213264,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
cvna,CVNA,inventory_led_ecommerce,2023,,,0.4794520547945205,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,0.5
dash,DASH,marketplace_platform,2019,,,-0.25483692647871753,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,0.5555555555555556
dash,DASH,marketplace_platform,2020,,-0.25483692647871753,-0.09992526956336073,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,-0.29427559796351666,0.1549116569153568,0,0.2727272727272727
dash,DASH,marketplace_platform,2021,-0.25483692647871753,-0.09992526956336073,-0.2390333596007355,1,1,0,1,1,0.1549116569153568,0.08469312811844303,-0.006829708977818271,0.07704823777473205,0.1549116569153568,0.0,operating_driven,0.47636692907379,1,0,turnaround_from_loss,0.04678781748273164,-0.13910809003737476,1,0.4
dash,DASH,marketplace_platform,2022,-0.09992526956336073,-0.2390333596007355,-0.08230088495575222,1,1,0,0,1,-0.13910809003737476,-0.12252518506596873,-0.010957182098873057,-0.0056257228725330125,-0.1391080900373748,2.7755575615628914e-17,mixed_or_ambiguous,,0,0,nonpositive_prior_roe,-0.25795315724759915,0.15673247464498327,0,0.25
dash,DASH,marketplace_platform,2023,-0.2390333596007355,-0.08230088495575222,0.016838934903141898,1,1,0,1,1,0.15673247464498327,0.1730899194340433,-0.008860006090944273,-0.007497438698115742,0.15673247464498327,0.0,operating_driven,0.0,1,0,turnaround_from_loss,0.30763937815416675,0.09913981985889411,0,0.375
ebay,EBAY,marketplace_platform,2019,0.3531053733426378,0.39033985356791606,1.762400870782149,1,1,1,1,1,0.037234480225278255,-0.07363721613096434,0.008346250675076135,0.10252544568116637,0.03723448022527816,9.71445146547012e-17,leverage_driven,0.9247215389556344,0,1,eligible,1.94929648831075,1.372061017214233,0,1.0
ebay,EBAY,marketplace_platform,2020,0.39033985356791606,1.762400870782149,2.0403328585351224,1,1,1,1,1,1.372061017214233,0.8608182001827801,0.2585165058175392,0.2527263112139135,1.372061017214233,0.0,operating_driven,0.18419465901526516,0,1,eligible,-0.1712552671259,0.27793198775297334,0,1.0
ebay,EBAY,marketplace_platform,2021,1.762400870782149,2.0403328585351224,-0.16998191681735986,1,1,1,1,1,0.27793198775297334,1.4417934141965267,-0.09125113926295647,-1.072610287180597,0.27793198775297334,0.0,operating_driven,0.0,0,1,eligible,-2.024418867832376,-2.210314775352482,1,0.5
ebay,EBAY,marketplace_platform,2022,2.0403328585351224,-0.16998191681735986,0.47917568620659795,1,1,1,0,1,-2.210314775352482,-2.060495734429702,-0.08124997483728187,-0.06856906608549855,-2.210314775352482,0.0,mixed_or_ambiguous,,0,0,no_roe_improvement,0.23447197113137536,0.6491576030239579,0,0.75
ebay,EBAY,marketplace_platform,2023,-0.16998191681735986,0.47917568620659795,0.34187294443482774,1,1,0,1,1,0.6491576030239579,0.6153982666717642,0.01676298163986844,0.016996354712325048,0.6491576030239578,1.1102230246251565e-16,operating_driven,0.026182169989462146,1,0,turnaround_from_loss,0.0711968165235024,-0.1373027417717702,1,0.875
etsy,ETSY,marketplace_platform,2019,0.19426366772291523,0.23749894741013358,0.6078822827046154,1,1,1,1,1,0.04323527968721835,-0.020079260674990704,-0.03948635807929918,0.1028008984415082,0.043235279687218325,2.7755575615628914e-17,leverage_driven,1.0,0,1,eligible,0.9476188063909987,0.37038333529448186,0,0.8888888888888888
etsy,ETSY,marketplace_platform,2020,0.23749894741013358,0.6078822827046154,0.71990010524834,1,1,1,1,1,0.37038333529448186,0.21314030575493978,0.1063080590673949,0.05093497047214714,0.3703833352944818,5.551115123125783e-17,operating_driven,0.13751960636039448,0,1,eligible,-0.33716943233514884,0.11201782254372461,0,0.8181818181818182
etsy,ETSY,marketplace_platform,2021,0.6078822827046154,0.71990010524834,-17.07020714241809,1,1,1,1,1,0.11201782254372461,0.030623801296604476,-0.10551650783689756,0.18691052908401776,0.11201782254372467,-5.551115123125783e-17,leverage_driven,0.8592231339162804,0,1,eligible,-17.604211340146325,-17.79010724766643,1,0.0
etsy,ETSY,marketplace_platform,2022,0.71990010524834,-17.07020714241809,,0,1,1,0,0,-17.79010724766643,-15.757550681034738,-0.19819049220729562,-1.8343660744243941,-17.790107247666427,-3.552713678800501e-15,mixed_or_ambiguous,,0,0,no_roe_improvement,,,,
etsy,ETSY,marketplace_platform,2023,-17.07020714241809,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
expe,EXPE,marketplace_platform,2019,0.06893039049235994,0.10101010101010101,-0.6117096018735363,1,1,1,1,1,0.03207971051774107,0.021628242207587307,-0.0003251141584356056,0.010776582468589382,0.032079710517741084,-1.3877787807814457e-17,operating_driven,0.33256104843276896,0,1,eligible,-0.13548423178712038,-0.7127197028836373,1,0.4444444444444444
expe,EXPE,marketplace_platform,2020,0.10101010101010101,-0.6117096018735363,0.0036607687614399025,1,1,1,0,1,-0.7127197028836373,-0.9645406366226763,0.3490108900389086,-0.09718995629986954,-0.7127197028836372,-1.1102230246251565e-16,mixed_or_ambiguous,0.0,0,0,no_roe_improvement,0.16618311575610276,0.6153703706349762,0,0.45454545454545453
expe,EXPE,marketplace_platform,2021,-0.6117096018735363,0.0036607687614399025,0.0967032967032967,1,1,0,1,1,0.6153703706349762,0.947079830851651,-0.2179257463630465,-0.11378371385362823,0.6153703706349762,0.0,operating_driven,0.0,1,0,turnaround_from_loss,0.2789384354619632,0.0930425279418568,0,0.7
expe,EXPE,marketplace_platform,2022,0.0036607687614399025,0.0967032967032967,0.2447037150752226,1,1,1,1,1,0.0930425279418568,0.08397037023717119,0.01078242062535363,-0.0017102629206680044,0.09304252794185681,-1.3877787807814457e-17,operating_driven,0.0,0,1,eligible,-0.26668521352065655,0.1480004183719259,0,0.5
expe,EXPE,marketplace_platform,2023,0.0967032967032967,0.2447037150752226,0.5682707805664288,1,1,1,1,1,0.1480004183719259,0.1138182350699474,0.015467121823620238,0.01871506147835821,0.14800041837192585,5.551115123125783e-17,operating_driven,0.12645276063562982,0,1,eligible,0.5320666237864788,0.3235670654912062,0,1.0
figs,FIGS,dtc_brand,2019,,,0.7291030177813922,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,1.0
figs,FIGS,dtc_brand,2020,,0.7291030177813922,-0.05567953386744355,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,-0.8936926661536061,-0.7847825516488357,1,0.4444444444444444
figs,FIGS,dtc_brand,2021,0.7291030177813922,-0.05567953386744355,0.07657885605228153,1,0,1,0,1,-0.7847825516488357,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,0.6003407060557014,0.13225838991972508,0,0.8333333333333334
figs,FIGS,dtc_brand,2022,-0.05567953386744355,0.07657885605228153,0.06613311052324826,1,1,0,1,1,0.13225838991972508,0.13804674340774586,-0.005510042810575092,-0.0002783106774456919,0.13225838991972508,0.0,operating_driven,0.0,1,0,turnaround_from_loss,-0.16669763192752524,-0.010445745529033268,1,0.8181818181818182
figs,FIGS,dtc_brand,2023,0.07657885605228153,0.06613311052324826,0.007215026353414273,1,1,1,0,1,-0.010445745529033268,-0.000678602018941014,-0.009256511938724602,-0.000510631571367671,-0.010445745529033287,1.9081958235744878e-17,mixed_or_ambiguous,,0,0,no_roe_improvement,-0.21365804611934774,-0.05891808416983399,1,0.8
ftch,FTCH,marketplace_platform,2019,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
ftch,FTCH,marketplace_platform,2020,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
ftch,FTCH,marketplace_platform,2021,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
ftch,FTCH,marketplace_platform,2022,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
ftch,FTCH,marketplace_platform,2023,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
grov,GROV,hybrid,2019,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
